Company_Name,Industry,Company_Age_Years,Annual_Revenue,Revenue_Growth_Pct,Profit_Margin_Pct,Debt_to_Equity,Current_Ratio,ROE_Pct,Market_Share_Pct,Customer_Growth_Pct,Customer_Retention_Pct,Management_Experience_Years,Business_Risk,Market_Risk,Expected_ROI_Pct,Investment_Amount,Industry_Growth_Pct,Investment_Decision
Company_08738,Technology,10,27161310.0,16.05,12.6,0.42,0.78,19.93,2.55,23.83,82.39,12.3,Low,Low,17.67,7785199.0,16.78,Yes
Company_08739,Technology,6,32298310.0,33.36,22.92,0.44,1.47,24.59,13.71,28.05,85.7,4.0,Low,Low,30.92,5211971.0,18.7,Yes
Company_08740,Energy,18,48229100.0,18.39,5.78,0.78,,10.75,24.92,23.16,80.06,17.1,Medium,High,13.14,6044418.0,3.58,Yes
Company_08741,Energy,18,9405610.0,12.55,4.76,0.83,1.8,0.34,5.54,20.26,87.82,15.9,High,Low,21.17,824115.0,15.54,Yes
Company_08742,Retail,3,33056753.0,6.99,1.28,1.09,1.3,6.63,6.3,9.66,85.85,6.9,High,Low,3.29,8028379.0,12.57,No
Company_08743,Retail,3,50191174.0,18.85,14.01,0.71,1.86,11.07,16.24,18.91,72.25,8.5,Low,Medium,17.28,6293119.0,9.0,Yes
Company_08744,Technology,22,152187616.0,18.32,11.65,0.26,2.42,23.66,4.12,17.53,90.11,20.6,Low,Low,25.82,26396450.0,13.51,Yes
Company_08745,Manufacturing,24,29605424.0,16.34,5.77,4.5,1.41,22.24,10.39,13.75,81.58,19.2,High,Medium,12.22,7253840.0,9.47,Yes
Company_08746,Manufacturing,8,99717421.0,8.67,4.75,0.76,1.83,10.2,3.45,10.03,76.47,12.3,High,Low,10.13,26446241.0,10.25,No
Company_08747,Healthcare,5,8676370.0,16.39,9.99,3.67,1.49,16.81,6.83,10.88,71.25,9.9,High,Low,13.87,502257.0,14.32,Yes
Company_08748,Technology,14,134827833.0,21.09,11.3,0.7,1.35,19.52,2.67,12.13,74.47,11.7,Low,Low,24.55,13383292.0,20.5,Yes
Company_08749,Technology,21,23259836.0,19.7,6.14,0.42,2.04,11.72,4.23,18.4,72.63,15.1,Medium,Low,13.9,3784504.0,14.57,Yes
Company_08750,Technology,12,55854776.0,11.97,10.52,0.63,2.34,8.52,1.7,10.46,91.08,12.0,Low,Low,12.41,3436937.0,17.69,Yes
Company_08751,Energy,27,70627152.0,6.43,1.53,1.37,2.42,13.24,6.88,21.86,75.61,20.0,High,High,12.77,8367305.0,4.12,No
Company_08752,Healthcare,4,59780267.0,5.97,8.56,1.05,1.95,15.54,6.48,16.15,79.47,6.5,Medium,Low,9.42,8125867.0,11.76,Yes
Company_08753,Financial Services,28,45661715.0,11.52,8.65,0.89,1.74,16.3,2.58,12.3,62.96,20.2,Medium,Low,8.31,3670795.0,12.13,Yes
Company_08754,Healthcare,3,17404593.0,17.39,12.83,0.73,2.79,23.81,20.83,19.21,71.38,6.6,Low,Low,17.23,5124011.0,15.07,Yes
Company_08755,Real Estate,17,23474465.0,12.29,15.76,0.81,1.81,26.92,5.25,20.6,74.16,14.4,Low,High,11.16,2163274.0,5.74,Yes
Company_08756,Telecommunications,4,116628090.0,12.81,7.96,0.69,1.49,19.57,4.56,14.73,96.0,8.0,Medium,High,14.62,8402259.0,5.68,Yes
Company_08757,Healthcare,25,30091784.0,25.71,12.66,1.45,1.29,20.28,2.65,26.58,80.17,18.4,Medium,Low,18.78,2442790.0,17.38,Yes
Company_08758,Financial Services,16,45797145.0,7.11,-1.34,1.24,1.25,-3.7,8.31,7.59,76.6,14.3,High,Low,8.28,8717716.0,14.49,No
Company_08759,Healthcare,18,14065847.0,25.47,22.46,0.45,1.51,31.33,2.79,26.61,71.5,14.1,Low,Low,20.62,2806791.0,13.63,Yes
Company_08760,Manufacturing,17,103731970.0,1.78,-1.91,0.33,2.86,0.65,8.22,-2.93,73.15,11.2,High,High,11.08,18373650.0,3.29,No
Company_08761,Technology,21,16288550.0,22.53,11.54,0.38,1.38,11.02,2.83,31.41,76.93,19.6,Low,Low,21.12,4809051.0,23.53,Yes
Company_08762,FMCG,8,108917574.0,12.82,-2.92,0.62,2.61,8.35,6.63,13.24,89.05,8.2,High,Medium,10.92,16396150.0,7.94,No
Company_08763,Manufacturing,17,20261408.0,9.7,5.01,0.85,1.63,7.86,4.41,19.25,60.98,17.2,Medium,Medium,8.84,2602879.0,9.06,No
Company_08764,Telecommunications,6,118433880.0,10.97,18.09,0.73,2.33,25.17,8.32,19.45,66.02,5.2,Low,High,13.72,20672679.0,5.43,No
Company_08765,Healthcare,3,50435081.0,20.96,17.33,1.06,1.12,18.57,2.15,25.78,83.2,4.0,Medium,Low,18.07,14792947.0,14.13,Yes
Company_08766,Automobile,2,31096001.0,7.82,13.64,0.74,1.74,18.37,6.73,17.22,85.37,10.2,Low,Low,11.8,1730271.0,10.16,Yes
Company_08767,Automobile,23,194876202.0,13.57,9.02,1.8,0.73,18.96,2.64,14.32,72.59,21.6,High,Low,17.31,10480634.0,11.85,No
Company_08768,Technology,30,47157651.0,15.14,18.59,0.99,1.73,36.65,3.28,13.81,89.84,21.3,Medium,Low,13.48,4493978.0,13.22,Yes
Company_08769,Retail,14,36762656.0,17.77,12.2,0.76,2.18,8.26,7.29,15.88,79.96,8.1,Low,Medium,16.74,3878219.0,8.06,Yes
Company_08770,Healthcare,17,108285715.0,18.84,14.59,0.33,2.33,19.92,5.15,21.27,72.14,17.1,Low,Low,18.29,7584570.0,19.09,Yes
Company_08771,Financial Services,6,14205575.0,11.11,,0.91,1.73,10.3,6.37,17.3,69.58,5.9,Medium,Low,21.19,812835.0,11.67,Yes
Company_08772,Financial Services,4,5835338.0,6.33,13.84,0.99,1.52,16.35,8.15,10.63,81.04,4.5,Medium,Low,17.54,1368468.0,10.48,Yes
Company_08773,Manufacturing,28,133794626.0,3.81,7.51,0.51,1.83,12.34,5.57,17.31,82.77,19.1,Medium,Medium,12.54,34794380.0,7.18,No
Company_08774,Retail,28,24561158.0,4.06,10.45,0.4,1.48,15.99,4.57,9.1,58.79,17.1,Low,Low,16.42,1268059.0,10.52,Yes
Company_08775,Real Estate,16,104266703.0,9.17,16.04,1.37,1.36,31.27,2.61,7.87,74.53,15.6,Medium,Low,16.96,8951589.0,11.09,No
Company_08776,Technology,17,52000900.0,32.78,17.32,0.44,1.56,21.56,20.84,35.75,70.85,15.2,Low,Low,26.06,2818984.0,18.62,Yes
Company_08777,Real Estate,12,18590152.0,15.06,14.23,0.82,1.87,28.73,7.14,22.47,80.41,10.4,Low,Medium,24.72,2822573.0,7.22,Yes
Company_08778,Healthcare,26,83781571.0,26.03,19.17,0.76,2.54,26.52,5.0,25.19,81.22,19.6,Low,Low,20.25,14150268.0,14.08,Yes
Company_08779,Automobile,20,35282191.0,10.36,21.93,0.96,2.44,25.16,4.06,8.57,76.7,21.7,Medium,Low,19.21,10371505.0,14.01,Yes
Company_08780,Financial Services,19,20011032.0,3.58,3.11,0.44,1.61,7.72,5.72,12.47,96.63,13.7,High,Low,6.14,4771352.0,14.21,No
Company_08781,Healthcare,22,20458963.0,15.86,14.0,0.7,1.31,19.87,4.98,22.51,92.57,17.0,Low,Low,12.23,2039009.0,10.65,Yes
Company_08782,Telecommunications,10,11462835.0,15.34,12.67,0.44,,18.77,7.05,17.56,83.58,12.3,Low,High,22.49,2661764.0,-0.64,Yes
Company_08783,Financial Services,9,70428228.0,11.49,7.6,0.78,0.93,7.55,3.44,10.4,72.14,11.8,Medium,Low,13.6,6875798.0,11.89,No
Company_08784,FMCG,23,22577015.0,14.11,6.87,0.99,2.12,6.64,14.9,14.38,73.4,22.6,Medium,Low,21.84,2029304.0,10.4,Yes
Company_08785,Manufacturing,20,48545874.0,-1.25,14.98,1.23,0.93,27.05,7.83,2.53,87.52,18.5,Medium,Medium,15.1,12554239.0,6.73,Yes
Company_08786,Manufacturing,23,42843712.0,13.17,4.79,1.71,0.45,14.83,1.54,19.57,69.62,13.4,High,Medium,13.78,7019884.0,9.97,No
Company_08787,Manufacturing,6,22459189.0,11.33,2.45,0.65,2.16,0.84,6.03,19.56,81.94,5.8,High,Medium,12.76,3611294.0,9.21,Yes
Company_08788,FMCG,18,13702225.0,-3.34,3.45,0.64,2.14,6.16,8.44,-0.29,92.97,13.8,High,Medium,18.02,1526060.0,8.31,No
Company_08789,Technology,6,430814331.0,10.1,0.31,1.51,1.06,5.66,2.12,4.87,66.19,10.5,High,Low,10.71,80702529.0,14.37,No
Company_08790,FMCG,15,47979333.0,7.05,4.32,1.03,1.88,12.86,10.23,17.74,88.67,15.8,High,Low,0.12,6570617.0,11.87,No
Company_08791,Telecommunications,8,235544184.0,-0.61,1.6,1.48,0.94,5.97,7.53,8.48,82.85,12.7,High,Medium,12.33,46030985.0,7.44,No
Company_08792,Technology,10,134588136.0,11.29,9.91,2.2,1.52,21.32,2.14,19.14,82.66,10.5,High,Low,17.31,16171007.0,13.36,Yes
Company_08793,Healthcare,29,38055001.0,22.31,19.14,0.47,1.98,24.54,4.47,32.52,84.01,20.9,Low,Low,23.99,2612084.0,15.75,Yes
Company_08794,FMCG,18,58314043.0,2.78,4.66,1.17,2.08,17.64,2.38,9.71,80.81,18.9,High,High,8.37,11746684.0,4.21,No
Company_08795,Retail,4,56891811.0,23.89,16.58,0.54,1.99,37.38,8.61,26.59,85.97,9.4,Low,Low,21.47,12713181.0,12.85,Yes
Company_08796,Retail,9,239749251.0,12.43,13.49,1.77,0.59,18.95,2.58,7.85,75.45,11.2,High,Low,15.95,53756803.0,11.97,Yes
Company_08797,Technology,23,101228632.0,25.45,1.5,0.39,1.96,6.97,2.72,22.79,86.09,19.3,High,Low,18.74,13180198.0,20.17,No
Company_08798,Manufacturing,14,25174742.0,,7.76,1.24,2.89,6.28,5.27,15.69,76.94,13.0,Medium,Medium,20.52,1556410.0,9.53,Yes
Company_08799,Technology,17,67417122.0,28.25,11.33,0.55,1.99,15.01,19.21,34.92,76.42,15.8,Low,Low,28.92,3918781.0,14.51,Yes
Company_08800,Manufacturing,22,99056480.0,8.24,10.72,1.02,0.96,16.4,11.06,19.77,76.23,21.5,Medium,Low,7.98,8485181.0,10.25,Yes
Company_08801,Automobile,30,18411985.0,14.84,13.12,1.51,1.27,22.27,2.63,25.15,78.53,16.1,High,Medium,17.76,3933843.0,8.75,No
Company_08802,Financial Services,11,76100128.0,5.42,9.85,0.53,1.5,13.09,2.26,4.69,92.9,10.4,Medium,Medium,4.85,10616449.0,9.04,Yes
Company_08803,Manufacturing,19,156912546.0,23.39,7.67,0.33,0.52,16.3,3.4,24.63,91.15,12.8,Medium,Medium,26.15,37494187.0,8.34,Yes
Company_08804,Real Estate,4,24123133.0,2.62,4.41,0.65,1.82,5.82,2.01,-3.49,79.73,5.8,High,Medium,6.56,4173439.0,6.9,No
Company_08805,FMCG,13,27128972.0,10.18,1.72,0.61,1.57,11.03,8.34,22.18,68.7,10.2,High,High,11.94,4499079.0,4.49,No
Company_08806,Telecommunications,17,134078391.0,22.95,12.38,0.37,1.63,19.73,7.67,16.22,75.39,7.3,Low,Medium,25.57,33163240.0,9.03,Yes
Company_08807,Retail,19,37000156.0,3.47,5.93,0.25,1.74,12.03,9.06,4.42,91.87,13.3,Medium,Medium,5.94,6591317.0,8.84,No
Company_08808,Automobile,18,21700078.0,15.24,13.02,1.46,1.27,15.21,5.16,25.55,70.51,17.4,Medium,Medium,16.84,2361140.0,8.07,Yes
Company_08809,Technology,8,105842812.0,8.72,12.4,1.7,2.11,16.76,,13.08,84.99,5.9,High,Low,6.89,16179417.0,12.67,No
Company_08810,Technology,20,81642430.0,31.82,12.33,0.54,1.88,14.94,2.5,37.22,78.67,9.8,Low,Low,24.38,5857229.0,12.52,Yes
Company_08811,Healthcare,24,54177074.0,8.57,10.3,0.64,1.47,20.05,5.98,12.05,84.38,15.1,Low,Low,14.36,12236731.0,18.81,Yes
Company_08812,Retail,29,130049902.0,-0.5,5.81,1.17,1.94,1.55,11.37,-8.91,79.19,16.7,Medium,Medium,-3.39,26356607.0,7.12,Yes
Company_08813,Telecommunications,24,138146258.0,3.98,2.31,1.18,1.89,1.42,3.78,8.66,80.15,19.4,High,Medium,11.99,26829521.0,8.83,No
Company_08814,Financial Services,9,46601071.0,6.86,4.51,2.0,1.08,15.43,6.51,12.57,70.54,15.3,High,Low,4.09,8002097.0,11.49,No
Company_08815,FMCG,18,267789289.0,,-2.95,1.06,1.62,0.73,5.23,4.94,82.1,20.8,High,High,6.46,36704222.0,-0.33,No
Company_08816,FMCG,22,192078562.0,28.98,11.4,0.43,1.69,23.44,3.54,35.46,82.89,13.7,Low,Low,21.26,18484005.0,13.38,Yes
Company_08817,Energy,27,9256901.0,21.14,8.68,1.16,1.38,17.96,6.99,20.36,80.24,20.0,Medium,Low,11.27,1217008.0,10.05,Yes
Company_08818,Retail,26,20830603.0,11.33,4.02,0.51,1.03,13.22,,21.58,73.62,17.6,High,Medium,14.47,4748930.0,6.7,Yes
Company_08819,Energy,29,7352387.0,10.98,13.51,0.72,1.41,21.06,12.22,12.73,76.43,20.3,Low,Medium,15.02,1410315.0,7.91,Yes
Company_08820,Financial Services,28,37940353.0,6.31,11.02,1.38,2.37,11.73,2.89,11.71,70.95,20.3,Medium,Medium,4.84,10000912.0,7.55,No
Company_08821,Technology,8,17858642.0,27.22,15.76,0.46,1.43,21.57,5.4,31.0,80.2,9.4,Low,Low,30.12,4439922.0,21.48,Yes
Company_08822,Real Estate,2,25024425.0,6.82,11.96,0.72,2.25,9.26,8.04,13.15,82.87,4.1,Low,High,25.73,3750286.0,5.28,Yes
Company_08823,Technology,9,126343695.0,18.76,,0.38,1.77,14.79,5.28,21.41,69.77,7.7,Low,Low,15.91,12909819.0,14.43,Yes
Company_08824,Technology,20,11250564.0,11.62,9.5,0.44,1.88,10.65,2.17,17.93,79.86,15.6,Medium,Low,10.72,615678.0,13.81,Yes
Company_08825,Telecommunications,30,55829276.0,1.83,11.55,0.56,1.1,5.12,3.06,8.08,73.58,20.6,Low,Medium,6.69,12118283.0,7.24,No
Company_08826,Financial Services,21,55542472.0,18.29,14.36,1.84,2.26,22.07,7.52,12.95,91.41,13.6,High,Low,16.66,4466908.0,15.11,Yes
Company_08827,FMCG,21,46618251.0,16.39,15.74,0.76,2.88,23.07,17.51,22.31,77.87,14.8,Low,Low,20.36,13599789.0,13.37,Yes
Company_08828,Financial Services,11,55878790.0,8.63,8.68,3.21,1.07,20.56,3.28,7.91,78.88,14.5,High,Medium,6.2,12563105.0,9.8,No
Company_08829,Retail,13,7497604.0,7.77,3.78,1.27,2.4,0.0,2.69,8.83,82.43,11.9,High,Low,14.03,1423384.0,10.13,No
Company_08830,Financial Services,25,25125962.0,18.15,12.18,1.29,0.99,23.49,10.41,18.65,94.9,18.7,Medium,Low,16.8,1273637.0,11.25,Yes
Company_08831,Financial Services,2,185596273.0,14.24,7.24,0.41,1.76,-2.59,,13.81,83.58,11.4,Medium,Medium,16.38,28344962.0,8.06,Yes
Company_08832,Retail,25,18077762.0,32.4,17.4,0.69,1.11,22.12,3.88,42.77,99.0,17.7,Low,Low,24.87,3559389.0,16.27,Yes
Company_08833,FMCG,26,206157862.0,24.75,13.89,0.4,2.0,30.83,4.41,18.51,91.68,16.3,Low,Low,13.63,48091836.0,12.09,Yes
Company_08834,Manufacturing,26,15123109.0,5.21,8.4,0.63,1.65,12.49,4.56,-9.14,78.04,16.2,Medium,Low,13.33,2604139.0,10.57,No
Company_08835,Real Estate,22,13654081.0,14.41,8.21,0.58,1.74,8.03,8.15,13.05,58.66,17.8,Medium,Low,20.21,1111649.0,12.75,Yes
Company_08836,Technology,5,22264890.0,13.08,14.88,0.73,2.47,19.61,5.8,13.94,74.39,3.7,Low,Low,23.55,3676353.0,19.64,Yes
Company_08837,Manufacturing,5,130548333.0,0.37,11.7,1.18,2.38,21.55,1.85,-2.48,83.24,12.8,Medium,Low,9.05,8177867.0,10.25,Yes
Company_08838,Energy,10,31431806.0,27.35,10.21,0.65,1.67,13.05,4.6,23.65,72.81,14.0,Low,Medium,11.73,3635180.0,8.98,Yes
Company_08839,Real Estate,16,67062093.0,25.9,6.56,1.19,2.31,12.89,16.49,32.06,67.15,9.2,Medium,Low,19.42,16395623.0,12.54,Yes
Company_08840,Technology,25,53229587.0,11.75,10.48,0.33,2.43,17.34,10.28,14.43,82.19,15.7,Low,Low,13.76,3586913.0,13.16,Yes
Company_08841,Energy,27,47738116.0,24.72,18.37,0.96,2.34,27.42,11.3,41.87,69.67,16.6,Medium,Low,25.44,9077046.0,13.02,Yes
Company_08842,Telecommunications,16,147676399.0,19.07,4.89,0.59,1.85,14.84,2.91,16.33,82.11,14.8,High,Medium,9.59,30809009.0,6.32,Yes
Company_08843,Financial Services,27,96333223.0,5.13,10.48,0.86,1.92,26.93,6.32,9.43,77.34,15.9,Low,Low,7.74,26278381.0,15.57,No
Company_08844,Telecommunications,29,18926353.0,15.94,6.4,1.21,1.54,10.89,9.27,21.27,68.86,11.9,Medium,Medium,10.27,4742675.0,6.98,No
Company_08845,Technology,8,39558787.0,16.57,5.56,0.34,3.08,11.33,5.25,16.84,96.12,13.3,Medium,Low,13.79,8338491.0,17.01,Yes
Company_08846,FMCG,13,220070259.0,13.58,14.64,1.68,1.86,12.72,10.79,9.14,75.04,5.0,High,Medium,14.52,19008796.0,7.9,No
Company_08847,Real Estate,4,65604909.0,30.47,16.96,0.67,1.71,28.17,2.87,31.91,91.31,12.9,Low,Medium,20.34,10694685.0,6.4,Yes
Company_08848,FMCG,21,13878681.0,21.29,10.92,2.09,1.87,23.72,5.74,26.61,92.16,14.3,High,Medium,22.63,3073975.0,7.19,Yes
Company_08849,Retail,10,14739632.0,15.24,14.3,0.78,1.9,23.58,3.4,13.25,74.67,10.5,Low,Low,24.47,3873794.0,13.14,Yes
Company_08850,Technology,15,106553427.0,22.01,15.26,1.55,2.79,12.23,13.06,22.55,98.59,12.0,High,Medium,7.67,21977089.0,9.06,Yes
Company_08851,Real Estate,14,90839547.0,-6.17,,0.78,1.73,-1.48,4.82,-4.93,70.03,11.0,High,High,4.11,5141854.0,4.28,No
Company_08852,Manufacturing,25,22847970.0,14.35,10.58,0.87,2.16,15.47,4.36,11.6,79.69,17.5,Low,Medium,26.5,5096954.0,7.82,Yes
Company_08853,Technology,29,94396940.0,19.46,18.34,0.8,1.68,18.96,2.39,29.21,83.87,18.2,Low,Low,20.41,6765841.0,12.76,Yes
Company_08854,FMCG,13,194709036.0,20.47,13.87,0.66,0.83,31.82,8.57,23.43,,9.3,Low,Low,14.45,34143414.0,12.53,Yes
Company_08855,Manufacturing,2,172639054.0,13.21,-3.17,0.65,1.76,1.81,6.66,14.01,78.96,8.7,High,Low,8.41,10530596.0,13.77,Yes
Company_08856,Technology,20,195519347.0,23.45,6.81,0.85,2.21,16.42,4.94,30.34,87.39,14.3,Medium,Low,24.65,49543136.0,17.78,Yes
Company_08857,Healthcare,17,80173133.0,20.08,16.4,1.01,1.79,27.54,7.4,23.0,84.33,19.6,Medium,Low,16.65,9082771.0,11.09,Yes
Company_08858,Technology,13,42991919.0,,5.7,0.85,1.1,10.22,10.03,15.96,89.75,9.2,Medium,Low,15.69,3358260.0,20.01,No
Company_08859,Energy,11,35513572.0,4.02,13.49,1.0,2.59,11.31,5.7,0.76,69.22,12.4,Medium,High,10.46,8710354.0,3.24,No
Company_08860,Energy,3,49266491.0,11.1,,0.33,1.15,30.36,6.68,16.71,78.05,5.8,Low,Low,13.91,4978954.0,14.43,Yes
Company_08861,Manufacturing,19,23745741.0,,9.24,1.23,1.27,25.69,7.11,17.44,76.64,12.7,Medium,Medium,21.25,4284370.0,7.95,No
Company_08862,Automobile,14,36841285.0,20.86,8.5,0.5,1.16,10.51,1.59,30.92,74.48,12.2,Medium,Medium,29.91,5533037.0,8.21,Yes
Company_08863,Telecommunications,30,147802185.0,4.43,2.94,0.3,1.23,2.99,6.79,12.23,76.39,21.4,High,High,11.76,15788281.0,5.71,No
Company_08864,Energy,25,12734472.0,0.16,10.83,2.07,1.62,20.48,1.73,3.9,79.78,19.7,High,High,12.29,1389239.0,4.78,No
Company_08865,Technology,7,13496815.0,25.6,9.62,1.63,1.98,19.6,5.02,29.39,76.95,8.7,High,Low,27.23,1666555.0,21.78,Yes
Company_08866,FMCG,13,101288615.0,5.29,6.15,0.75,1.43,16.95,7.21,6.8,73.13,16.6,Medium,Low,8.53,16532376.0,10.37,No
Company_08867,Retail,29,37128171.0,14.06,4.55,1.35,1.99,7.39,1.53,22.86,83.16,21.6,High,Low,13.53,3864170.0,12.65,No
Company_08868,Manufacturing,29,9730122.0,7.01,6.38,0.63,2.19,9.47,5.17,5.8,89.02,19.9,Medium,Medium,5.02,849707.0,6.33,Yes
Company_08869,Energy,30,47460082.0,15.6,6.9,0.58,1.59,-4.84,3.97,17.24,89.66,21.6,Medium,Medium,18.35,6588544.0,8.54,Yes
Company_08870,Retail,23,42035717.0,15.77,0.56,0.54,0.94,3.94,4.25,21.57,84.66,13.3,High,Low,8.91,11599322.0,10.56,Yes
Company_08871,Telecommunications,5,34660517.0,11.94,5.43,0.53,2.61,5.87,8.28,9.5,70.97,11.7,Medium,Medium,18.58,6034295.0,7.81,Yes
Company_08872,Technology,2,89556806.0,26.98,16.67,0.65,1.39,8.93,17.2,22.89,75.01,3.0,Low,Low,19.58,7689183.0,12.52,Yes
Company_08873,FMCG,12,16099799.0,16.11,17.29,0.51,0.56,34.25,8.06,23.56,75.98,12.7,Low,Low,19.79,1099033.0,11.23,Yes
Company_08874,Technology,24,50554937.0,16.44,10.08,0.16,1.61,16.05,5.08,9.83,77.02,16.6,Low,Low,15.76,11034848.0,16.36,Yes
Company_08875,Real Estate,9,41791643.0,6.07,8.5,0.68,2.08,2.08,2.08,13.65,81.08,5.8,Medium,High,19.33,5457667.0,5.14,No
Company_08876,Technology,3,51633694.0,8.08,10.21,0.44,2.19,17.0,12.16,8.07,74.33,3.7,Low,Low,22.41,11525612.0,10.43,Yes
Company_08877,Technology,3,11469195.0,13.69,19.82,0.88,1.11,36.96,4.5,8.42,83.74,7.3,Low,Low,20.41,3366240.0,17.82,Yes
Company_08878,Financial Services,17,32065204.0,11.63,4.51,0.66,0.74,15.41,1.67,21.82,71.87,13.3,High,Low,10.59,5626190.0,18.35,No
Company_08879,Retail,2,50847290.0,16.89,4.41,1.06,1.88,13.87,2.36,8.1,90.07,4.6,High,High,20.63,5992494.0,5.95,No
Company_08880,Healthcare,5,79202566.0,11.48,9.27,0.76,2.03,6.27,2.19,20.19,79.03,7.1,Medium,Low,20.35,17652648.0,13.51,Yes
Company_08881,Energy,7,240197148.0,16.54,12.61,0.37,2.41,14.24,2.42,35.87,84.99,4.7,Low,Low,9.77,56765624.0,11.33,Yes
Company_08882,Retail,22,99194159.0,6.09,8.17,0.37,2.35,7.19,9.67,18.31,79.57,11.6,Medium,High,14.15,27069413.0,5.19,No
Company_08883,Technology,21,73995548.0,17.36,4.0,0.38,1.88,7.7,5.69,17.51,71.25,14.5,High,Low,18.5,17232890.0,14.56,No
Company_08884,Financial Services,15,147344971.0,19.5,15.71,0.47,1.28,25.72,7.11,30.72,87.16,7.3,Low,Medium,17.48,9258756.0,8.42,Yes
Company_08885,Automobile,21,38620141.0,16.19,9.87,0.51,1.51,16.98,0.81,25.02,74.23,14.8,Medium,Low,15.06,8813440.0,11.95,Yes
Company_08886,FMCG,27,187328160.0,8.52,11.65,1.24,1.56,10.95,8.24,5.57,75.63,19.5,Medium,Low,7.21,20389098.0,11.98,No
Company_08887,FMCG,16,129464262.0,7.53,16.42,0.83,1.24,20.78,7.53,3.68,64.73,12.6,Low,Medium,16.25,12067572.0,8.48,Yes
Company_08888,FMCG,8,34227413.0,14.49,2.87,0.27,2.4,12.56,1.56,17.99,74.34,11.0,High,High,9.56,3072585.0,5.47,No
Company_08889,Financial Services,8,256565734.0,16.05,1.94,0.46,2.35,8.3,2.23,21.32,74.76,7.3,High,Medium,17.88,13344702.0,9.67,No
Company_08890,Technology,19,73106554.0,23.57,15.01,0.74,0.98,22.66,10.48,31.81,77.13,8.5,Low,Low,22.24,6363225.0,14.11,Yes
Company_08891,Financial Services,30,322481779.0,9.4,-1.1,0.43,1.61,-3.54,3.39,17.38,82.13,21.1,High,Medium,3.8,78480443.0,8.07,No
Company_08892,Automobile,24,64697847.0,1.92,5.42,0.78,2.88,10.2,9.64,5.26,80.76,15.9,Medium,Medium,5.84,17638555.0,8.69,No
Company_08893,Real Estate,3,31012260.0,16.27,7.72,0.47,2.42,5.07,,15.26,99.0,4.0,Medium,Medium,22.94,4006958.0,9.72,Yes
Company_08894,Manufacturing,21,26039558.0,16.24,12.37,0.7,1.86,12.27,,23.71,88.06,14.3,Low,Low,11.98,4066260.0,11.47,Yes
Company_08895,Technology,16,36952787.0,20.93,8.27,0.55,2.38,3.64,4.57,29.69,96.62,10.8,Medium,Low,14.41,2270851.0,15.98,Yes
Company_08896,Healthcare,2,30766373.0,6.5,10.89,0.8,2.65,25.89,1.37,9.34,69.74,9.2,Low,Low,11.87,6050828.0,13.17,Yes
Company_08897,Financial Services,22,147334171.0,9.27,3.71,1.66,1.69,17.87,6.4,10.14,79.25,13.0,High,Low,15.34,7888137.0,10.76,Yes
Company_08898,Energy,18,48783634.0,0.54,0.91,1.23,0.95,-1.98,2.29,-0.34,89.97,11.5,High,High,5.67,8164406.0,4.11,No
Company_08899,Technology,21,12680986.0,22.28,12.0,0.41,2.26,12.14,1.52,15.39,83.94,15.3,Low,Low,12.54,1256207.0,16.48,Yes
Company_08900,Real Estate,30,59923975.0,12.29,10.23,2.98,1.98,12.86,1.91,9.94,81.64,19.5,High,Medium,18.43,10828109.0,6.25,Yes
Company_08901,Retail,26,55629247.0,7.65,,1.44,1.11,21.99,2.77,18.33,84.38,16.9,Medium,High,24.08,16408256.0,4.96,No
Company_08902,Telecommunications,14,33572475.0,17.89,18.33,0.51,1.92,27.73,7.31,20.13,69.9,6.2,Low,Medium,17.72,3470946.0,8.11,Yes
Company_08903,Automobile,13,62769935.0,20.6,17.94,0.47,1.35,31.91,2.97,19.04,92.67,6.9,Low,Medium,24.34,4175080.0,7.16,Yes
Company_08904,Automobile,25,48160057.0,15.15,12.59,0.9,0.83,27.6,8.15,17.0,72.88,17.7,Medium,Medium,12.13,6318958.0,9.68,Yes
Company_08905,Energy,23,85688923.0,18.24,,1.1,1.83,23.22,8.89,18.04,76.14,12.9,Medium,Low,24.31,5381094.0,10.54,Yes
Company_08906,Energy,16,81512396.0,4.36,9.27,1.98,2.4,15.45,9.36,9.0,71.86,14.7,High,High,16.19,7399927.0,5.15,No
Company_08907,Energy,25,68182670.0,6.2,14.26,0.99,1.9,27.57,16.51,6.08,79.81,10.2,Medium,Medium,16.44,4168625.0,8.28,Yes
Company_08908,Energy,6,16576657.0,12.64,11.6,0.52,1.87,22.82,6.79,14.33,83.31,7.2,Low,High,19.54,3634319.0,2.57,Yes
Company_08909,Manufacturing,8,302834734.0,11.47,6.76,0.57,1.04,17.23,7.3,1.25,76.46,5.9,Medium,Low,19.06,44586488.0,14.6,Yes
Company_08910,Real Estate,9,13322245.0,11.8,5.83,1.06,2.06,12.56,3.29,7.9,69.99,5.6,Medium,High,13.3,2385586.0,3.92,No
Company_08911,FMCG,24,44818464.0,21.49,17.48,0.36,1.49,29.36,1.11,25.35,71.87,12.1,Low,Medium,10.28,9673550.0,6.46,Yes
Company_08912,Automobile,15,19722392.0,20.59,10.61,1.71,1.21,13.41,6.17,21.69,76.4,11.8,High,Low,17.13,1750758.0,13.02,Yes
